LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate,MatchType
1519827201,04/15/2020,768,PPP,"WEST COUNTY OPHTHALMOLOGY, INC",222 S Woods Mill Rd,Chesterfield,MO,63017-3625,12/16/2020,Paid in Full,24,100,385600.0,385600.0,0.0,,2408,Regions Bank,1900 Fifth Avenue North,BIRMINGHAM,AL,35203,U,N,N,Existing or more than 2 years old,Chesterfield,SAINT LOUIS,MO,63017-3625,MO-02,34.0,621111.0,Unanswered,Unknown/NotStated,,385600.0,,,,,,Corporation,2408,Regions Bank,BIRMINGHAM,AL,Unanswered,Unanswered,,387807.96,11/24/2020,Ophthalm
5366327004,04/05/2020,768,PPP,"RETINA ASSOCIATES OF MISSOURI, P.C.",3600 Amron Court,COLUMBIA,MO,65202-1918,03/23/2021,Paid in Full,24,100,344500.0,344500.0,0.0,,40781,Commerce Bank,"1000 Walnut St, 11th Fl",KANSAS CITY,MO,64106-2107,U,Y,Y,New Business or 2 years or less,COLUMBIA,BOONE,MO,65202-1918,MO-04,27.0,621111.0,Unanswered,Unknown/NotStated,11161.11,290185.89,,42353.0,,,800.0,Corporation,40781,Commerce Bank,KANSAS CITY,MO,Unanswered,Unanswered,,347389.97,02/11/2021,Retina
3110127207,04/16/2020,768,PPP,THE RETINA CENTER P.C.,17602 Ailanthus Drive,CHESTERFIELD,MO,63005,01/13/2021,Paid in Full,24,100,192200.0,192200.0,0.0,,4679,Simmons Bank,501 Main St,PINE BLUFF,AR,71601-4327,U,N,N,Unanswered,CHESTERFIELD,SAINT LOUIS,MO,63005-0001,MO-02,15.0,621320.0,Unanswered,Not Hispanic or Latino,,192200.0,,,,,,Subchapter S Corporation,4679,Simmons Bank,PINE BLUFF,AR,Male Owned,Non-Veteran,,193401.25,12/09/2020,Retina
6141048406,02/10/2021,709,PPS,ASSOCIATED OPHTHALMOLOGIST OF KC P.C.,1004 Carondelet Dr Ste 405,Kansas City,MO,64114-4801,01/13/2022,Paid in Full,60,100,176299.0,176299.0,0.0,,25667,Equity Bank,345 N Andover Rd,ANDOVER,KS,67002-9645,U,N,N,Existing or more than 2 years old,Kansas City,JACKSON,MO,64114-4801,MO-05,16.0,621399.0,Unanswered,Unknown/NotStated,,176299.0,,,,,,Corporation,25667,Equity Bank,ANDOVER,KS,Unanswered,Unanswered,,177812.23,12/20/2021,Ophthalm
6658617102,04/14/2020,768,PPP,"OPHTHALMIC PLASTIC AND COSMETIC SURGERY, INC.","12990 MANCHESTER RD, STE 102",SAINT LOUIS,MO,63131-1860,12/24/2020,Paid in Full,24,100,176200.0,176200.0,0.0,,41423,Montgomery Bank,One Montgomery Bank Plz,SIKESTON,MO,63801-3069,U,N,N,Existing or more than 2 years old,SAINT LOUIS,SAINT LOUIS,MO,63131-1860,MO-02,10.0,621111.0,Unanswered,Unknown/NotStated,22025.0,132150.0,22025.0,,,,,Subchapter S Corporation,41423,Montgomery Bank,SIKESTON,MO,Unanswered,Unanswered,,177164.21,11/03/2020,Ophthalm
9593837002,04/09/2020,709,PPP,"ASSOCIATED OPHTHALMOLOGISTS OF KANSAS CITY, PC",CARONDELET DR,KANSAS CITY,MO,64114-4600,02/12/2021,Paid in Full,24,100,174800.0,174800.0,0.0,,25667,Equity Bank,345 N Andover Rd,ANDOVER,KS,67002-9645,U,N,N,Existing or more than 2 years old,KANSAS CITY,JACKSON,MO,64114-4600,MO-05,14.0,621320.0,Unanswered,Unknown/NotStated,,174800.0,,,,,,Corporation,25667,Equity Bank,ANDOVER,KS,Unanswered,Unanswered,,176178.98,01/20/2021,Ophthalm
9677947106,04/15/2020,768,PPP,OPHTHALMOLOGY WEST INC,522 N New Ballas Rd,SAINT LOUIS,MO,63141,06/18/2021,Paid in Full,24,100,156245.0,156245.0,0.0,,21299,Midland States Bank,110 S. 5th St,EFFINGHAM,IL,62401-2453,U,N,N,Existing or more than 2 years old,SAINT LOUIS,SAINT LOUIS,MO,63141-0001,MO-02,12.0,621111.0,White,Not Hispanic or Latino,,156245.0,,,,,,Corporation,21299,Midland States Bank,EFFINGHAM,IL,Male Owned,Non-Veteran,,157871.66,05/10/2021,Ophthalm
9262578706,04/08/2021,470,PPS,MISSISSIPPI RETINA ASSOCIATES PA,1200 N State St,Jackson,MS,39202-2000,12/07/2021,Paid in Full,60,100,537810.0,537810.0,0.0,,202885,First Commercial Bank,"4450 Old Canton Rd, Ste 101",Jackson,MS,39211-6376,U,N,N,Existing or more than 2 years old,Jackson,HINDS,MS,39202-2000,MS-03,50.0,621111.0,Unanswered,Unknown/NotStated,1.0,537808.0,,,,,,Professional Association,202885,First Commercial Bank,Jackson,MS,Unanswered,Unanswered,,540738.08,11/01/2021,Retina
4965587009,04/04/2020,470,PPP,"MS RETINA ASSOCIATES, P.A.",1200 N. State St.,JACKSON,MS,39202-2000,09/15/2021,Paid in Full,24,100,523400.0,523400.0,0.0,,202885,First Commercial Bank,"4450 Old Canton Rd, Ste 101",Jackson,MS,39211-6376,U,N,N,Existing or more than 2 years old,JACKSON,HINDS,MS,39202-2000,MS-03,42.0,621111.0,Unanswered,Unknown/NotStated,,439400.0,,84000.0,,,,Professional Association,202885,First Commercial Bank,Jackson,MS,Unanswered,Unanswered,,530335.05,08/05/2021,Retina
3967727100,04/12/2020,470,PPP,"RETINA SPECIALISTS OF MISSISSIPPI, PLLC",109 MILLSAPS DR,HATTIESBURG,MS,39402-1348,05/21/2021,Paid in Full,24,100,252537.5,252537.5,0.0,,39848,Cadence Bank,201 S Spring St,TUPELO,MS,38804-4811,U,Y,N,Existing or more than 2 years old,HATTIESBURG,LAMAR,MS,39402-1348,MS-04,29.0,621111.0,Unanswered,Unknown/NotStated,,252537.5,,,,,,Limited  Liability Company(LLC),39848,Cadence Bank,TUPELO,MS,Unanswered,Unanswered,,254943.62,04/01/2021,Retina
8814097005,04/08/2020,460,PPP,"GRAYSTONE OPHTHALMOLOGY ASSOCIATES, P.A.",2424 Century Place SE,HICKORY,NC,28602-4031,07/15/2021,Paid in Full,24,100,2098600.0,2098600.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,R,Y,Y,New Business or 2 years or less,HICKORY,CATAWBA,NC,28602-4031,NC-10,228.0,621111.0,Unanswered,Unknown/NotStated,,2098600.0,,,,,,Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,2122805.77,06/11/2021,Ophthalm
1227767107,04/10/2020,460,PPP,"RETINA ASSOCIATES, PC",4414 Lake Boone Trail Suite 302,RALEIGH,NC,27607-7414,04/17/2021,Paid in Full,24,100,922100.0,922100.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,N,N,New Business or 2 years or less,RALEIGH,WAKE,NC,27607-7414,NC-02,71.0,621111.0,Unanswered,Unknown/NotStated,,922100.0,,,,,,Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,928441.02,12/28/2020,Retina
5390037207,04/27/2020,460,PPP,RALEIGH OPHTHALMOLOGY P.C.,2709 BLUE RIDGE RD STE 100,RALEIGH,NC,27607-6462,12/18/2020,Paid in Full,24,100,849000.0,849000.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,N,N,New Business or 2 years or less,RALEIGH,WAKE,NC,27607-6462,NC-02,63.0,621111.0,Unanswered,Unknown/NotStated,,849000.0,,,,,,Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,853221.42,11/03/2020,Ophthalm
7890698306,01/28/2021,460,PPS,RALEIGH OPHTHALMOLOGY P.C.,2709 Blue Ridge Rd Ste 100,Raleigh,NC,27607-6462,11/13/2021,Paid in Full,60,100,754300.0,754300.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,N,N,Existing or more than 2 years old,Raleigh,WAKE,NC,27607-6462,NC-02,64.0,621111.0,Unanswered,Unknown/NotStated,1.0,754295.0,,,,,,Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,759776.42,10/27/2021,Ophthalm
7358707010,04/07/2020,460,PPP,"CAROLINA OPHTHALMOLOGY, PA",1701 Old Village Rd.,HENDERSONVILLE,NC,28791,12/18/2020,Paid in Full,24,100,695700.0,695700.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,R,N,N,New Business or 2 years or less,HENDERSONVILLE,HENDERSON,NC,28791-0001,NC-11,69.0,621111.0,Unanswered,Unknown/NotStated,,695700.0,,,,,,Subchapter S Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,699449.05,11/03/2020,Ophthalm
7334447304,04/30/2020,460,PPP,"TAYLOR RETINA CENTER, P.A.",1101 DRESSER COURT,RALEIGH,NC,27609,03/09/2022,Paid in Full,24,100,483970.0,483970.0,0.0,,67422,First Horizon Bank,165 Madison Ave,MEMPHIS,TN,38103-2723,U,Y,Y,Existing or more than 2 years old,RALEIGH,WAKE,NC,27609-0008,NC-02,47.0,621320.0,Unanswered,Unknown/NotStated,,483970.0,,,,,,Corporation,67422,First Horizon Bank,MEMPHIS,TN,Unanswered,Unanswered,,492358.81,02/03/2022,Retina
9393338508,03/12/2021,460,PPS,GREENSBORO OPHTHALMOLOGY ASSOCIATES PA,8 N Pointe Ct,Greensboro,NC,27408-3187,04/19/2022,Paid in Full,60,100,471822.0,471822.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,Greensboro,GUILFORD,NC,27408-3187,NC-06,58.0,621111.0,Unanswered,Unknown/NotStated,,471820.0,,,,,,Corporation,225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,476396.05,03/02/2022,Ophthalm
8519567110,04/15/2020,460,PPP,"PIEDMONT RETINA SPECIALISTS, PA",1132 North Church St. Suite 103,GREENSBORO,NC,27401,01/14/2021,Paid in Full,24,100,423700.0,423700.0,0.0,,124488,Bank of Oak Ridge,2211 Oak Ridge Rd,OAK RIDGE,NC,27310-9619,U,Y,Y,Unanswered,GREENSBORO,GUILFORD,NC,27401-1000,NC-06,36.0,621111.0,Unanswered,Unknown/NotStated,,423700.0,,,,,,Professional Association,124488,Bank of Oak Ridge,OAK RIDGE,NC,Unanswered,Unanswered,,428537.24,06/03/2021,Retina
5774538406,02/09/2021,460,PPS,WAYNESBOROUGH OPHTHALMOLOGY PA,103 Cox Blvd,Goldsboro,NC,27534-9478,05/11/2022,Paid in Full,60,100,390900.0,390900.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,R,N,N,Existing or more than 2 years old,Goldsboro,WAYNE,NC,27534-9478,NC-03,34.0,621111.0,Unanswered,Unknown/NotStated,1.0,390897.0,,,,,,Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,395237.38,04/05/2022,Ophthalm
6549907107,04/14/2020,460,PPP,GREENSBORO OPHTHALMOLOGY ASSOCIATES PA,8 NORTH POINTE CT,GREENSBORO,NC,27408-3187,06/18/2021,Paid in Full,24,100,386223.0,386223.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,GREENSBORO,GUILFORD,NC,27408-3187,NC-06,39.0,621111.0,Unanswered,Unknown/NotStated,,386223.0,,,,,,Corporation,225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,390353.44,05/13/2021,Ophthalm
7124607001,04/07/2020,460,PPP,"ONSLOW OPHTHALMOLOGY, PA",6 OFFICE PARK DR,JACKSONVILLE,NC,28546-7325,03/26/2022,Paid in Full,24,100,301344.7,301344.7,0.0,,438379,Providence Bank,450 N Winstead Ave,ROCKY MOUNT,NC,27804-2229,U,N,N,Existing or more than 2 years old,JACKSONVILLE,ONSLOW,NC,28546-7325,NC-03,34.0,621111.0,Unanswered,Unknown/NotStated,,301344.7,,,,,,Corporation,463909,Providence Bank,Jacksonville,NC,Female Owned,Unanswered,,303730.35,01/26/2021,Ophthalm
4705107107,04/13/2020,460,PPP,CAPE FEAR RETINAL ASSOCIATES PC,1104 MEDICAL CENTER DR,WILMINGTON,NC,28401-7305,01/09/2021,Paid in Full,24,100,271900.0,271900.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Existing or more than 2 years old,WILMINGTON,NEW HANOVER,NC,28401-7305,NC-07,25.0,621111.0,Unanswered,Unknown/NotStated,,271900.0,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,273735.33,12/17/2020,Retina
6652027210,04/28/2020,460,PPP,"RETINA OF COASTAL CAROLINA, PLLC",1801 New Hanover Medical Park Dr,Wilmington,NC,28403,01/09/2021,Paid in Full,24,100,236000.0,236000.0,0.0,,455644,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,Wilmington,NEW HANOVER,NC,28403-0001,NC-07,24.0,621111.0,Unanswered,Unknown/NotStated,,236000.0,,,,,,Limited  Liability Company(LLC),455644,Live Oak Banking Company,WILMINGTON,NC,Unanswered,Unanswered,,237545.32,12/28/2020,Retina
6859048405,02/11/2021,460,PPS,CHAPEL HILL OPHTHALMOLOGY CLINIC PA,110 Conner Dr Ste 2 110 Conner Dr Ste 2,Chapel Hill,NC,27514-7011,11/11/2021,Paid in Full,60,100,235525.0,235525.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Chapel Hill,ORANGE,NC,27514-7011,NC-04,19.0,621111.0,Unanswered,Unknown/NotStated,,235524.0,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,237160.59,10/25/2021,Ophthalm
1038967207,04/15/2020,460,PPP,CHAPEL HILL OPHTHALMOLOGY CLINIC PA,110 CONNER DR,CHAPEL HILL,NC,27514-7044,02/12/2021,Paid in Full,24,100,210300.0,234900.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,CHAPEL HILL,ORANGE,NC,27514-7044,NC-04,18.0,621111.0,Unanswered,Unknown/NotStated,,234900.0,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,236635.65,01/20/2021,Ophthalm
3102207207,04/16/2020,460,PPP,"CAROLINA OPHTHALMOLOGY ASSOCIATES, P.A..",55 VILCOM CENTER DR STE 140,CHAPEL HILL,NC,27514,03/18/2021,Paid in Full,24,100,223937.5,223937.5,0.0,,203685,Pinnacle Bank,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201-2034,U,N,N,Existing or more than 2 years old,CHAPEL HILL,ORANGE,NC,27514-0001,NC-04,16.0,621320.0,Unanswered,Unknown/NotStated,,223937.5,,,,,,Corporation,203685,Pinnacle Bank,NASHVILLE,TN,Unanswered,Unanswered,,225349.39,02/12/2021,Ophthalm
9959368506,03/12/2021,460,PPS,LAKE NORMAN OPHTHALMOLOGY PLLC,132 Gateway Blvd Ste C,Mooresville,NC,28117-5540,01/07/2022,Paid in Full,60,100,208537.8,208537.8,0.0,,453003,BlueHarbor Bank,106 Corporate Park Dr,MOORESVILLE,NC,28117-7133,R,N,N,Existing or more than 2 years old,Mooresville,IREDELL,NC,28117-5540,NC-10,18.0,621111.0,Unanswered,Not Hispanic or Latino,1.0,208532.8,,,,,,Limited  Liability Company(LLC),453003,BlueHarbor Bank,MOORESVILLE,NC,Unanswered,Non-Veteran,,210136.59,12/22/2021,Ophthalm
8023897002,04/08/2020,460,PPP,"LAKE NORMAN OPHTHALMOLOGY, PLLC",132 GATEWAY BLVD Suite C,MOORESVILLE,NC,28117-5540,03/05/2021,Paid in Full,24,100,208500.0,208500.0,0.0,,453003,BlueHarbor Bank,106 Corporate Park Dr,MOORESVILLE,NC,28117-7133,R,N,N,Existing or more than 2 years old,MOORESVILLE,IREDELL,NC,28117-5540,NC-10,13.0,621111.0,Unanswered,Not Hispanic or Latino,,208500.0,,,,,,Limited  Liability Company(LLC),453003,BlueHarbor Bank,MOORESVILLE,NC,Unanswered,Non-Veteran,,210196.96,02/10/2021,Ophthalm
1678817402,05/04/2020,460,PPP,HECKER OPHTHALMOLOGY P.A.,1507 WESTOVER TER STE C,GREENSBORO,NC,27408-7122,07/15/2021,Paid in Full,24,100,199900.0,199900.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,U,N,N,New Business or 2 years or less,GREENSBORO,GUILFORD,NC,27408-7122,NC-06,21.0,339112.0,Unanswered,Unknown/NotStated,,199900.0,,,,,,Subchapter S Corporation,51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,202161.88,06/24/2021,Ophthalm
5006737310,04/30/2020,460,PPP,THE GREENSBORO OPHTHALMOLOGY ASC LLC,2170 Midland Rd.,Southern Pines,NC,28387,07/15/2021,Paid in Full,24,100,172600.0,172600.0,0.0,,51009,First-Citizens Bank & Trust Company,100 E. Tryon Rd DAC - 90,Raleigh,NC,27603-3581,R,Y,N,New Business or 2 years or less,Southern Pines,MOORE,NC,28387-0001,NC-09,25.0,621493.0,Unanswered,Unknown/NotStated,,172600.0,,,,,,Limited  Liability Company(LLC),51009,First-Citizens Bank & Trust Company,Raleigh,NC,Unanswered,Unanswered,,158339.05,06/15/2021,Ophthalm
9524518406,02/17/2021,460,PPS,NEW CENTURY OPHTHALMOLOGY PC,4137 Sawmill Rd,Oxford,NC,27565-5009,01/19/2022,Paid in Full,60,100,166942.0,166942.0,0.0,,67422,First Horizon Bank,165 Madison Ave,MEMPHIS,TN,38103-2723,R,N,Y,Existing or more than 2 years old,Oxford,GRANVILLE,NC,27565-5009,NC-04,19.0,621111.0,Unanswered,Unknown/NotStated,1.0,166936.0,,,,,,Corporation,67422,First Horizon Bank,MEMPHIS,TN,Unanswered,Unanswered,,168305.36,12/14/2021,Ophthalm
3195468503,02/23/2021,460,PPS,CENTRAL TRIAD RETINA P.A.,3333 Brookview Hills Blvd Ste 107,Winston Salem,NC,27103-5661,12/15/2022,Paid in Full,60,100,156239.4,156239.4,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,Winston Salem,FORSYTH,NC,27103-5661,NC-05,14.0,621111.0,Unanswered,Unknown/NotStated,,156235.4,,,,,,Corporation,225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,158995.29,11/22/2022,Retina
7700317203,04/28/2020,460,PPP,CENTRAL TRIAD RETINA P.A.,3333 Brookview Hills Blvd ste 107,Winston Salem,NC,27103,10/19/2021,Paid in Full,24,100,156236.0,156236.0,0.0,,225134,Truist Bank,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,N,Existing or more than 2 years old,Winston Salem,FORSYTH,NC,27103-0031,NC-05,16.0,621111.0,Unanswered,Unknown/NotStated,,156236.0,,,,,,Corporation,225134,Truist Bank,CHARLOTTE,NC,Unanswered,Unanswered,,158423.3,09/27/2021,Retina
8620087200,04/28/2020,875,PPP,RETINA CONSULTANTS LTD,"2829 S University Dr, Ste 204",FARGO,ND,58103,12/24/2020,Paid in Full,24,100,394700.0,394700.0,0.0,,52771,Bell Bank,"520, Main Ave",Fargo,ND,58103,U,N,Y,Existing or more than 2 years old,FARGO,CASS,ND,58103-0001,ND-,29.0,621111.0,Unanswered,Unknown/NotStated,,394700.0,,,,,,Corporation,52771,Bell Bank,Fargo,ND,Male Owned,Non-Veteran,,396695.43,11/03/2020,Retina
6477027005,04/07/2020,766,PPP,"RETINA CENTER OF NEBRASKA, P.C.",2115 N KANSAS AVE,HASTINGS,NE,68901-2615,02/16/2021,Paid in Full,24,100,234650.12,234650.12,0.0,,42722,Heritage Bank,110 E 9th St,WOOD RIVER,NE,68883,U,N,N,Existing or more than 2 years old,HASTINGS,ADAMS,NE,68901-2615,NE-03,26.0,621111.0,Unanswered,Unknown/NotStated,,234650.12,,,,,,Corporation,42722,Heritage Bank,WOOD RIVER,NE,Unanswered,Unanswered,,236044.98,11/17/2020,Retina
3678538505,02/24/2021,766,PPS,PEDIATRIC OPHTHALMOLOGY ASSOCIATES P.C.,515 N 98th St,Omaha,NE,68114-2368,02/04/2022,Paid in Full,60,100,224300.0,224300.0,0.0,,452526,Access Bank,8712 W Dodge Rd,OMAHA,NE,68114-3459,U,N,N,Existing or more than 2 years old,Omaha,DOUGLAS,NE,68114-2368,NE-02,17.0,621111.0,Unanswered,Unknown/NotStated,1.0,224295.0,,,,,,Corporation,452526,Access Bank,OMAHA,NE,Unanswered,Unanswered,,226231.47,01/06/2022,Ophthalm
6610827009,04/07/2020,189,PPP,"CONCORD OPHTHALMOLOGIC ASSOCIATES, P.A.",2 PILLSBURY ST,CONCORD,NH,03301-2947,07/23/2021,Paid in Full,24,100,1845500.0,1845500.0,0.0,,42989,Merrimack County Savings Bank,89 N Main St,CONCORD,NH,03301-4935,R,N,N,Existing or more than 2 years old,CONCORD,MERRIMACK,NH,03301-2947,NH-02,141.0,621112.0,Unanswered,Unknown/NotStated,,1845500.0,,,,,,Corporation,42989,Merrimack County Savings Bank,CONCORD,NH,Unanswered,Unanswered,,1866988.7,06/24/2021,Ophthalm
8603968307,01/29/2021,189,PPS,CONCORD OPHTHALMOLOGIC ASSOC. P.A.,2 Pillsbury St Ste 100,Concord,NH,03301-3549,06/08/2022,Paid in Full,60,100,1513707.4,1513707.4,0.0,,42989,Merrimack County Savings Bank,89 N Main St,CONCORD,NH,03301-4935,R,N,N,Existing or more than 2 years old,Concord,MERRIMACK,NH,03301-3549,NH-02,149.0,621111.0,Unanswered,Unknown/NotStated,1.0,1513703.4,,,,,,Corporation,42989,Merrimack County Savings Bank,CONCORD,NH,Unanswered,Unanswered,,1532908.67,05/12/2022,Ophthalm
2922118310,01/21/2021,189,PPS,EYESIGHT OPHTHALMIC SERVICES,155 Borthwick Ave Ste 200E,Portsmouth,NH,03801-7156,01/06/2022,Paid in Full,60,100,1132868.0,1132868.0,0.0,,33178,Newburyport Five Cents Savings Bank,63 State St,NEWBURYPORT,MA,01950-6615,U,N,N,Existing or more than 2 years old,Portsmouth,ROCKINGHAM,NH,03801-7156,NH-01,109.0,621320.0,Unanswered,Unknown/NotStated,1.0,1132863.0,,,,,,Corporation,33178,Newburyport Five Cents Savings Bank,NEWBURYPORT,MA,Male Owned,Unanswered,,1143221.15,12/23/2021,Ophthalm
5566157006,04/05/2020,189,PPP,"EYESIGHT OPHTHALMIC SERVICES, PA",155 Borthwick Ave Suite 200E,PORTSMOUTH,NH,03801-4152,12/24/2020,Paid in Full,24,100,1079430.0,1079430.0,0.0,,33178,Newburyport Five Cents Savings Bank,63 State St,NEWBURYPORT,MA,01950-6615,U,N,N,Existing or more than 2 years old,PORTSMOUTH,ROCKINGHAM,NH,03801-4152,NH-01,99.0,621111.0,Unanswered,Unknown/NotStated,,863544.0,,215886.0,,,,Corporation,33178,Newburyport Five Cents Savings Bank,NEWBURYPORT,MA,Unanswered,Unanswered,,1086146.45,11/27/2020,Ophthalm
6166718304,01/26/2021,189,PPS,NUTFIELD OPHTHALMOLOGY PC NUTFIELD EYE ASSOCIATES,3 Orchard View Dr,Londonderry,NH,03053-6606,01/15/2022,Paid in Full,60,100,281637.5,281637.5,0.0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Londonderry,ROCKINGHAM,NH,03053-6606,NH-01,25.0,621111.0,Unanswered,Unknown/NotStated,1.0,281634.5,,,,,,Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Male Owned,Non-Veteran,,284091.22,12/14/2021,Ophthalm
8129167102,04/15/2020,189,PPP,"NUTFIELD OPHTHALMOLOGY, PC",3 orchard view drive,londonderry,NH,03053,10/22/2021,Paid in Full,24,100,233300.0,233300.0,0.0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,londonderry,ROCKINGHAM,NH,03053-0001,NH-01,25.0,621111.0,Unanswered,Unknown/NotStated,,233300.0,,,,,,Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Male Owned,Non-Veteran,,236578.98,09/23/2021,Ophthalm
5270607708,05/01/2020,299,PPP,OPHTHALMOLOGY DISPENSING SERVICE LLC,1120 TOWN CENTER WAY,LIVINGSTON,NJ,07039-2977,09/28/2021,Paid in Full,24,100,742359.0,932622.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,New Business or 2 years or less,LIVINGSTON,ESSEX,NJ,07039-2977,NJ-11,75.0,541990.0,Unanswered,Unknown/NotStated,,932622.0,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,944273.39,08/27/2021,Ophthalm
3161818710,03/30/2021,299,PPS,OPHTHALMOLOGY DISPENSING SERVICE LLC,1120 Town Center Way,Livingston,NJ,07039-2977,12/16/2021,Paid in Full,60,100,750536.0,750536.0,0.0,,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,N,Existing or more than 2 years old,Livingston,ESSEX,NJ,07039-2977,NJ-11,81.0,446199.0,Unanswered,Unknown/NotStated,1.0,750534.0,,,,,,Limited  Liability Company(LLC),9551,"Bank of America, National Association",CHARLOTTE,NC,Unanswered,Unanswered,,755265.4,11/17/2021,Ophthalm
8491377000,04/08/2020,299,PPP,"RETINAL & OPTHALMIC CONSULTANTS, PC",1500 Tilton Road,NORTHFIELD,NJ,08225-1827,04/15/2021,Paid in Full,24,100,561170.0,561170.0,0.0,,123439,Parke Bank,601 Delsea Dr,SEWELL,NJ,08080-9325,U,N,N,Existing or more than 2 years old,NORTHFIELD,ATLANTIC,NJ,08225-1827,NJ-02,43.0,621111.0,Unanswered,Unknown/NotStated,,561170.0,,,,,,Corporation,123439,Parke Bank,SEWELL,NJ,Unanswered,Unanswered,,566532.29,03/31/2021,Retina
